Observation: Box([-90.        -90.         -5.         -5.         -3.1415927  -5.
  -0.         -0.       ], [90.        90.         5.         5.         3.1415927  5.
  1.         1.       ], (8,), float32), float32
Action:      Discrete(4), int64
Using cpu device
action values = [ 0.0127886  -0.11541089  0.09351447 -0.02927131]
[1889.1] #1002: length 1332, score -350, epsilon 0.030
[1889.7] #1003: length 317, score 249, epsilon 0.030
[1890.6] #1004: length 460, score 255, epsilon 0.030
[1891.4] #1005: length 478, score 264, epsilon 0.030
[1892.0] #1006: length 322, score 252, epsilon 0.030
[1892.6] #1007: length 322, score 257, epsilon 0.030
[1893.5] #1008: length 450, score 254, epsilon 0.030
[1894.0] #1009: length 313, score 263, epsilon 0.030
[1894.6] #1010: length 322, score 259, epsilon 0.030
[1895.1] #1011: length 279, score 228, epsilon 0.030
[1895.6] #1012: length 292, score 280, epsilon 0.030
[1896.2] #1013: length 335, score 241, epsilon 0.030
[1896.7] #1014: length 302, score 272, epsilon 0.030
[1897.4] #1015: length 363, score 286, epsilon 0.030
[1898.1] #1016: length 405, score 254, epsilon 0.030
[1898.8] #1017: length 373, score 241, epsilon 0.030
[1899.5] #1018: length 403, score 246, epsilon 0.030
[1900.2] #1019: length 391, score 234, epsilon 0.030
[1900.8] #1020: length 329, score 274, epsilon 0.030
[1901.4] #1021: length 344, score 282, epsilon 0.030
[1902.0] #1022: length 348, score 237, epsilon 0.030
[1902.8] #1023: length 436, score 230, epsilon 0.030
[1903.5] #1024: length 386, score 272, epsilon 0.030
[1904.5] #1025: length 518, score 269, epsilon 0.030
[1905.1] #1026: length 347, score 210, epsilon 0.030
[1905.8] #1027: length 393, score 230, epsilon 0.030
[1906.4] #1028: length 341, score 255, epsilon 0.030
[1907.3] #1029: length 417, score 253, epsilon 0.030
[1908.0] #1030: length 405, score 229, epsilon 0.030
[1908.7] #1031: length 389, score 265, epsilon 0.030
[1909.7] #1032: length 504, score 249, epsilon 0.030
[1910.4] #1033: length 388, score 288, epsilon 0.030
[1911.4] #1034: length 494, score 202, epsilon 0.030
[1911.8] #1035: length 250, score 287, epsilon 0.030
[1912.5] #1036: length 393, score 235, epsilon 0.030
[1913.1] #1037: length 333, score 273, epsilon 0.030
[1914.1] #1038: length 518, score 246, epsilon 0.030
[1914.7] #1039: length 368, score 199, epsilon 0.030
[1915.7] #1040: length 511, score 237, epsilon 0.030
[1916.1] #1041: length 279, score 291, epsilon 0.030
[1916.8] #1042: length 366, score 251, epsilon 0.030
[1917.8] #1043: length 539, score 238, epsilon 0.030
[1918.8] #1044: length 513, score 199, epsilon 0.030
[1919.7] #1045: length 442, score 272, epsilon 0.030
[1920.7] #1046: length 533, score 6, epsilon 0.030
[1921.5] #1047: length 438, score 246, epsilon 0.030
[1921.9] #1048: length 239, score 281, epsilon 0.030
[1922.5] #1049: length 352, score 254, epsilon 0.030
[1923.1] #1050: length 332, score 234, epsilon 0.030
[1923.7] #1051: length 352, score 271, epsilon 0.030
[1924.2] #1052: length 311, score 264, epsilon 0.030
[1925.0] #1053: length 436, score 165, epsilon 0.030
[1926.3] #1054: length 626, score 128, epsilon 0.030
[1927.7] #1055: length 732, score 219, epsilon 0.030
[1928.3] #1056: length 339, score 278, epsilon 0.030
[1928.9] #1057: length 335, score 277, epsilon 0.030
[1929.5] #1058: length 344, score 289, epsilon 0.030
[1930.0] #1059: length 308, score 274, epsilon 0.030
[1930.7] #1060: length 366, score 264, epsilon 0.030
[1931.3] #1061: length 337, score 276, epsilon 0.030
[1931.7] #1062: length 253, score 273, epsilon 0.030
[1932.1] #1063: length 234, score 280, epsilon 0.030
[1932.7] #1064: length 385, score 249, epsilon 0.030
[1933.1] #1065: length 203, score 266, epsilon 0.030
[1933.6] #1066: length 294, score 241, epsilon 0.030
[1934.2] #1067: length 361, score 268, epsilon 0.030
[1934.6] #1068: length 258, score 254, epsilon 0.030
[1935.2] #1069: length 324, score 251, epsilon 0.030
[1935.7] #1070: length 324, score 219, epsilon 0.030
[1936.1] #1071: length 246, score 275, epsilon 0.030
[1936.7] #1072: length 332, score 256, epsilon 0.030
[1937.2] #1073: length 289, score 269, epsilon 0.030
[1937.8] #1074: length 336, score 254, epsilon 0.030
[1938.3] #1075: length 290, score 262, epsilon 0.030
[1938.7] #1076: length 257, score 246, epsilon 0.030
[1939.2] #1077: length 288, score 270, epsilon 0.030
[1939.7] #1078: length 276, score 290, epsilon 0.030
[1940.4] #1079: length 386, score 280, epsilon 0.030
[1940.8] #1080: length 215, score 266, epsilon 0.030
[1941.3] #1081: length 326, score 294, epsilon 0.030
[1941.8] #1082: length 270, score 262, epsilon 0.030
[1942.6] #1083: length 443, score 257, epsilon 0.030
[1943.1] #1084: length 339, score 277, epsilon 0.030
[1943.6] #1085: length 293, score 274, epsilon 0.030
[1945.0] #1086: length 606, score 175, epsilon 0.030
[1945.5] #1087: length 311, score 300, epsilon 0.030
[1946.0] #1088: length 274, score 232, epsilon 0.030
[1946.6] #1089: length 353, score 235, epsilon 0.030
[1947.2] #1090: length 327, score 257, epsilon 0.030
[1947.6] #1091: length 263, score 284, epsilon 0.030
[1949.2] #1092: length 782, score 141, epsilon 0.030
[1949.6] #1093: length 265, score 276, epsilon 0.030
[1950.1] #1094: length 264, score 229, epsilon 0.030
[1950.7] #1095: length 374, score 292, epsilon 0.030
[1951.3] #1096: length 334, score 260, epsilon 0.030
[1951.9] #1097: length 319, score 280, epsilon 0.030
[1952.3] #1098: length 240, score 310, epsilon 0.030
[1953.0] #1099: length 391, score 265, epsilon 0.030
[1953.9] #1100: length 477, score 158, epsilon 0.030
[1954.4] #1101: length 274, score 289, epsilon 0.030
[1954.9] #1102: length 331, score 282, epsilon 0.030
[1955.5] #1103: length 301, score 270, epsilon 0.030
[1955.8] #1104: length 235, score 235, epsilon 0.030
[1956.2] #1105: length 204, score 254, epsilon 0.030
[1956.8] #1106: length 384, score 257, epsilon 0.030
[1957.4] #1107: length 305, score 248, epsilon 0.030
[1957.8] #1108: length 250, score 248, epsilon 0.030
[1958.2] #1109: length 258, score 291, epsilon 0.030
[1958.8] #1110: length 313, score 286, epsilon 0.030
[1959.2] #1111: length 244, score 241, epsilon 0.030
[1959.6] #1112: length 254, score 247, epsilon 0.030
[1960.1] #1113: length 317, score 239, epsilon 0.030
[1960.8] #1114: length 394, score 240, epsilon 0.030
[1961.4] #1115: length 345, score 240, epsilon 0.030
[1961.8] #1116: length 242, score 261, epsilon 0.030
[1962.1] #1117: length 212, score 266, epsilon 0.030
[1962.6] #1118: length 293, score 283, epsilon 0.030
[1963.2] #1119: length 327, score 250, epsilon 0.030
[1963.7] #1120: length 322, score 298, epsilon 0.030
[1964.2] #1121: length 278, score 251, epsilon 0.030
[1964.9] #1122: length 381, score 279, epsilon 0.030
[1965.4] #1123: length 281, score 285, epsilon 0.030
[1965.9] #1124: length 327, score 300, epsilon 0.030
[1966.5] #1125: length 314, score 269, epsilon 0.030
[1966.9] #1126: length 237, score 259, epsilon 0.030
[1967.4] #1127: length 316, score 266, epsilon 0.030
[1967.9] #1128: length 284, score 271, epsilon 0.030
[1968.2] #1129: length 217, score 308, epsilon 0.030
[1968.4] #1130: length 74, score -141, epsilon 0.030
[1968.9] #1131: length 313, score 234, epsilon 0.030
[1969.8] #1132: length 509, score 254, epsilon 0.030
[1970.5] #1133: length 364, score 274, epsilon 0.030
[1971.0] #1134: length 323, score 236, epsilon 0.030
[1971.6] #1135: length 302, score 228, epsilon 0.030
[1971.9] #1136: length 191, score 263, epsilon 0.030
[1972.4] #1137: length 311, score 243, epsilon 0.030
[1973.3] #1138: length 454, score 282, epsilon 0.030
[1973.6] #1139: length 208, score 288, epsilon 0.030
[1974.3] #1140: length 361, score 235, epsilon 0.030
[1974.8] #1141: length 344, score 280, epsilon 0.030
[1975.4] #1142: length 308, score 277, epsilon 0.030
[1976.0] #1143: length 371, score 248, epsilon 0.030
[1976.4] #1144: length 241, score 281, epsilon 0.030
[1976.9] #1145: length 292, score 224, epsilon 0.030
[1977.4] #1146: length 268, score 297, epsilon 0.030
[1978.0] #1147: length 356, score 248, epsilon 0.030
[1978.8] #1148: length 418, score 238, epsilon 0.030
[1979.2] #1149: length 269, score 236, epsilon 0.030
[1979.6] #1150: length 210, score 276, epsilon 0.030
[1980.0] #1151: length 236, score 230, epsilon 0.030
[1980.5] #1152: length 288, score 223, epsilon 0.030
[1980.9] #1153: length 233, score 241, epsilon 0.030
[1981.2] #1154: length 194, score 295, epsilon 0.030
[1981.5] #1155: length 211, score 307, epsilon 0.030
[1981.9] #1156: length 241, score 264, epsilon 0.030
[1982.5] #1157: length 323, score 291, epsilon 0.030
[1982.9] #1158: length 244, score 270, epsilon 0.030
[1983.4] #1159: length 287, score 266, epsilon 0.030
[1983.8] #1160: length 247, score 266, epsilon 0.030
[1984.2] #1161: length 239, score 253, epsilon 0.030
[1984.9] #1162: length 353, score 288, epsilon 0.030
[1985.7] #1163: length 440, score 229, epsilon 0.030
[1986.0] #1164: length 196, score -20, epsilon 0.030
[1986.4] #1165: length 205, score -17, epsilon 0.030
[1987.2] #1166: length 426, score 257, epsilon 0.030
[1987.9] #1167: length 422, score 272, epsilon 0.030
[1988.6] #1168: length 385, score 260, epsilon 0.030
[1989.4] #1169: length 410, score 240, epsilon 0.030
[1990.1] #1170: length 388, score 236, epsilon 0.030
[1990.6] #1171: length 301, score 245, epsilon 0.030
[1991.0] #1172: length 219, score -21, epsilon 0.030
[1991.5] #1173: length 313, score 233, epsilon 0.030
[1991.8] #1174: length 208, score 264, epsilon 0.030
[1992.1] #1175: length 195, score 276, epsilon 0.030
[1992.6] #1176: length 256, score 236, epsilon 0.030
[1992.8] #1177: length 139, score 23, epsilon 0.030
[1993.3] #1178: length 282, score 256, epsilon 0.030
[1993.7] #1179: length 264, score 253, epsilon 0.030
[1994.5] #1180: length 409, score 236, epsilon 0.030
[1994.9] #1181: length 248, score 240, epsilon 0.030
[1995.9] #1182: length 527, score 242, epsilon 0.030
[1996.3] #1183: length 237, score 225, epsilon 0.030
[1996.6] #1184: length 186, score 5, epsilon 0.030
[1997.1] #1185: length 292, score 260, epsilon 0.030
[1997.5] #1186: length 254, score -40, epsilon 0.030
[1997.9] #1187: length 228, score 237, epsilon 0.030
[1998.3] #1188: length 245, score 286, epsilon 0.030
[1999.5] #1189: length 589, score 147, epsilon 0.030
[2001.0] #1190: length 699, score 238, epsilon 0.030
[2003.3] #1191: length 1083, score 124, epsilon 0.030
[2003.8] #1192: length 291, score 241, epsilon 0.030
[2004.3] #1193: length 321, score 269, epsilon 0.030
[2005.1] #1194: length 408, score 191, epsilon 0.030
[2005.6] #1195: length 273, score 289, epsilon 0.030
[2006.1] #1196: length 292, score 199, epsilon 0.030
[2006.6] #1197: length 287, score 248, epsilon 0.030
[2006.9] #1198: length 164, score -11, epsilon 0.030
[2007.3] #1199: length 267, score 203, epsilon 0.030
[2007.8] #1200: length 283, score 221, epsilon 0.030
[2008.6] #1201: length 458, score 180, epsilon 0.030
[2009.6] #1202: length 519, score 249, epsilon 0.030
[2010.0] #1203: length 248, score -25, epsilon 0.030
[2010.5] #1204: length 299, score 258, epsilon 0.030
[2010.9] #1205: length 254, score 259, epsilon 0.030
[2011.3] #1206: length 200, score 250, epsilon 0.030
[2011.6] #1207: length 203, score -3, epsilon 0.030
[2013.1] #1208: length 739, score 194, epsilon 0.030
[2013.3] #1209: length 172, score 25, epsilon 0.030
[2013.8] #1210: length 264, score 217, epsilon 0.030
[2015.2] #1211: length 696, score 213, epsilon 0.030
[2016.5] #1212: length 634, score 205, epsilon 0.030
[2017.3] #1213: length 449, score 218, epsilon 0.030
[2018.4] #1214: length 600, score 249, epsilon 0.030
[2019.1] #1215: length 402, score 269, epsilon 0.030
[2019.4] #1216: length 193, score 17, epsilon 0.030
[2020.0] #1217: length 305, score 226, epsilon 0.030
[2020.6] #1218: length 348, score 255, epsilon 0.030
[2020.9] #1219: length 207, score 264, epsilon 0.030
[2021.4] #1220: length 288, score 220, epsilon 0.030
[2021.7] #1221: length 203, score 276, epsilon 0.030
[2023.6] #1222: length 865, score 200, epsilon 0.030
[2023.9] #1223: length 237, score 232, epsilon 0.030
[2024.4] #1224: length 259, score 228, epsilon 0.030
[2024.9] #1225: length 330, score 214, epsilon 0.030
[2025.5] #1226: length 326, score 213, epsilon 0.030
[2026.7] #1227: length 621, score 257, epsilon 0.030
[2027.1] #1228: length 240, score 267, epsilon 0.030
[2027.5] #1229: length 253, score 275, epsilon 0.030
[2027.9] #1230: length 231, score 251, epsilon 0.030
[2028.6] #1231: length 397, score 211, epsilon 0.030
[2029.1] #1232: length 274, score 246, epsilon 0.030
[2029.6] #1233: length 327, score 223, epsilon 0.030
[2030.4] #1234: length 416, score 249, epsilon 0.030
[2030.7] #1235: length 202, score 241, epsilon 0.030
[2031.1] #1236: length 213, score 238, epsilon 0.030
[2031.5] #1237: length 275, score 269, epsilon 0.030
[2032.1] #1238: length 319, score 256, epsilon 0.030
[2032.6] #1239: length 277, score 243, epsilon 0.030
[2033.3] #1240: length 404, score 241, epsilon 0.030
[2033.9] #1241: length 362, score 243, epsilon 0.030
[2034.3] #1242: length 223, score 248, epsilon 0.030
[2034.7] #1243: length 236, score 245, epsilon 0.030
[2035.6] #1244: length 469, score 244, epsilon 0.030
[2036.0] #1245: length 246, score 271, epsilon 0.030
[2036.4] #1246: length 247, score 294, epsilon 0.030
[2037.0] #1247: length 327, score 249, epsilon 0.030
[2038.5] #1248: length 774, score 235, epsilon 0.030
[2039.1] #1249: length 339, score 247, epsilon 0.030
[2039.9] #1250: length 408, score 248, epsilon 0.030
[2040.3] #1251: length 253, score 240, epsilon 0.030
[2040.7] #1252: length 229, score 228, epsilon 0.030
[2041.5] #1253: length 431, score 268, epsilon 0.030
[2042.2] #1254: length 422, score 277, epsilon 0.030
[2042.8] #1255: length 307, score 236, epsilon 0.030
[2043.5] #1256: length 405, score 268, epsilon 0.030
[2044.1] #1257: length 358, score 277, epsilon 0.030
[2044.6] #1258: length 268, score 270, epsilon 0.030
[2045.2] #1259: length 365, score 239, epsilon 0.030
[2045.6] #1260: length 236, score 226, epsilon 0.030
[2046.0] #1261: length 272, score 252, epsilon 0.030
[2046.7] #1262: length 350, score 256, epsilon 0.030
[2047.2] #1263: length 299, score 256, epsilon 0.030
[2047.6] #1264: length 272, score 288, epsilon 0.030
[2048.0] #1265: length 234, score 271, epsilon 0.030
[2048.6] #1266: length 336, score 221, epsilon 0.030
[2049.2] #1267: length 338, score 236, epsilon 0.030
[2049.6] #1268: length 274, score 229, epsilon 0.030
[2050.1] #1269: length 244, score 280, epsilon 0.030
[2050.4] #1270: length 225, score 273, epsilon 0.030
[2050.8] #1271: length 244, score 238, epsilon 0.030
[2051.4] #1272: length 322, score 272, epsilon 0.030
[2051.8] #1273: length 263, score 303, epsilon 0.030
[2052.6] #1274: length 417, score 266, epsilon 0.030
[2053.0] #1275: length 223, score 236, epsilon 0.030
[2053.6] #1276: length 369, score 236, epsilon 0.030
[2054.2] #1277: length 334, score 253, epsilon 0.030
[2054.7] #1278: length 282, score 253, epsilon 0.030
[2055.2] #1279: length 322, score 257, epsilon 0.030
[2055.8] #1280: length 315, score 274, epsilon 0.030
[2056.3] #1281: length 327, score 276, epsilon 0.030
[2057.0] #1282: length 385, score 275, epsilon 0.030
[2057.5] #1283: length 292, score 223, epsilon 0.030
[2058.0] #1284: length 306, score 277, epsilon 0.030
[2058.5] #1285: length 288, score 293, epsilon 0.030
[2059.0] #1286: length 278, score 243, epsilon 0.030
[2059.5] #1287: length 303, score 293, epsilon 0.030
[2060.0] #1288: length 281, score 269, epsilon 0.030
[2060.6] #1289: length 360, score 278, epsilon 0.030
[2061.0] #1290: length 245, score 253, epsilon 0.030
[2061.6] #1291: length 363, score 225, epsilon 0.030
[2062.1] #1292: length 264, score 249, epsilon 0.030
[2062.5] #1293: length 265, score 279, epsilon 0.030
[2063.0] #1294: length 278, score 278, epsilon 0.030
[2063.5] #1295: length 318, score 216, epsilon 0.030
[2064.0] #1296: length 276, score 271, epsilon 0.030
[2064.6] #1297: length 314, score 237, epsilon 0.030
[2064.9] #1298: length 224, score 256, epsilon 0.030
[2065.3] #1299: length 242, score 233, epsilon 0.030
[2065.8] #1300: length 242, score 200, epsilon 0.030
[2066.5] #1301: length 425, score 276, epsilon 0.030
[2067.2] #1302: length 412, score 243, epsilon 0.030
[2067.8] #1303: length 329, score 258, epsilon 0.030
[2068.1] #1304: length 211, score 254, epsilon 0.030
[2068.6] #1305: length 285, score 225, epsilon 0.030
[2069.7] #1306: length 545, score 167, epsilon 0.030
[2070.8] #1307: length 529, score 196, epsilon 0.030
[2071.2] #1308: length 253, score 259, epsilon 0.030
[2072.4] #1309: length 612, score 234, epsilon 0.030
[2072.8] #1310: length 219, score 266, epsilon 0.030
[2073.3] #1311: length 304, score 247, epsilon 0.030
[2073.7] #1312: length 249, score 223, epsilon 0.030
[2074.5] #1313: length 403, score 211, epsilon 0.030
[2075.0] #1314: length 306, score 206, epsilon 0.030
[2075.4] #1315: length 218, score 287, epsilon 0.030
[2076.4] #1316: length 605, score 152, epsilon 0.030
[2077.2] #1317: length 411, score 249, epsilon 0.030
[2077.9] #1318: length 399, score 254, epsilon 0.030
[2081.7] #1319: length 1743, score 208, epsilon 0.030
[2087.1] #1320: length 2181, score -410, epsilon 0.030
[2087.8] #1321: length 367, score 288, epsilon 0.030
[2088.2] #1322: length 240, score 236, epsilon 0.030
[2088.7] #1323: length 328, score 277, epsilon 0.030
[2089.1] #1324: length 241, score 243, epsilon 0.030
[2089.6] #1325: length 261, score 256, epsilon 0.030
[2089.9] #1326: length 208, score 273, epsilon 0.030
[2090.5] #1327: length 323, score 292, epsilon 0.030
[2091.2] #1328: length 411, score 213, epsilon 0.030
[2091.9] #1329: length 396, score 281, epsilon 0.030
[2092.4] #1330: length 277, score 290, epsilon 0.030
[2093.0] #1331: length 330, score 291, epsilon 0.030
[2093.6] #1332: length 365, score 288, epsilon 0.030
[2094.0] #1333: length 236, score 278, epsilon 0.030
[2094.3] #1334: length 211, score 290, epsilon 0.030
[2094.7] #1335: length 229, score 292, epsilon 0.030
[2095.3] #1336: length 345, score 276, epsilon 0.030
[2095.8] #1337: length 288, score 282, epsilon 0.030
[2096.1] #1338: length 220, score 245, epsilon 0.030
[2096.5] #1339: length 208, score 242, epsilon 0.030
[2096.9] #1340: length 255, score 245, epsilon 0.030
[2097.5] #1341: length 355, score 294, epsilon 0.030
[2097.9] #1342: length 233, score 262, epsilon 0.030
[2098.3] #1343: length 223, score 276, epsilon 0.030
[2098.8] #1344: length 310, score 283, epsilon 0.030
[2099.3] #1345: length 293, score 272, epsilon 0.030
[2099.7] #1346: length 276, score 276, epsilon 0.030
[2100.3] #1347: length 305, score 265, epsilon 0.030
[2101.0] #1348: length 408, score 250, epsilon 0.030
[2101.5] #1349: length 256, score 247, epsilon 0.030
[2101.8] #1350: length 218, score 291, epsilon 0.030
[2102.2] #1351: length 212, score 293, epsilon 0.030
[2102.7] #1352: length 323, score 269, epsilon 0.030
[2103.2] #1353: length 261, score 268, epsilon 0.030
[2103.6] #1354: length 245, score 260, epsilon 0.030
[2104.1] #1355: length 318, score 249, epsilon 0.030
[2104.5] #1356: length 255, score 271, epsilon 0.030
[2104.9] #1357: length 201, score 250, epsilon 0.030
[2105.4] #1358: length 302, score 282, epsilon 0.030
[2105.8] #1359: length 246, score 256, epsilon 0.030
[2106.3] #1360: length 293, score 246, epsilon 0.030
[2106.8] #1361: length 274, score -49, epsilon 0.030
[2107.6] #1362: length 457, score 239, epsilon 0.030
[2108.7] #1363: length 588, score 246, epsilon 0.030
[2109.1] #1364: length 198, score 284, epsilon 0.030
[2109.4] #1365: length 213, score 295, epsilon 0.030
[2110.0] #1366: length 318, score 291, epsilon 0.030
[2110.5] #1367: length 294, score 233, epsilon 0.030
[2110.9] #1368: length 255, score 231, epsilon 0.030
[2111.2] #1369: length 211, score 281, epsilon 0.030
[2111.7] #1370: length 273, score 240, epsilon 0.030
[2112.4] #1371: length 381, score 242, epsilon 0.030
[2112.8] #1372: length 233, score 239, epsilon 0.030
[2113.2] #1373: length 255, score 269, epsilon 0.030
[2113.6] #1374: length 226, score 273, epsilon 0.030
[2113.9] #1375: length 222, score 244, epsilon 0.030
[2114.5] #1376: length 323, score 286, epsilon 0.030
[2115.0] #1377: length 320, score 288, epsilon 0.030
[2115.5] #1378: length 283, score 283, epsilon 0.030
[2115.9] #1379: length 223, score 249, epsilon 0.030
[2116.2] #1380: length 198, score 288, epsilon 0.030
[2116.5] #1381: length 191, score 277, epsilon 0.030
[2116.8] #1382: length 203, score 260, epsilon 0.030
[2117.3] #1383: length 263, score 223, epsilon 0.030
[2117.6] #1384: length 191, score 293, epsilon 0.030
[2118.0] #1385: length 247, score 273, epsilon 0.030
[2118.4] #1386: length 231, score 303, epsilon 0.030
[2118.9] #1387: length 295, score 287, epsilon 0.030
[2119.3] #1388: length 253, score 261, epsilon 0.030
[2119.7] #1389: length 215, score 299, epsilon 0.030
[2120.4] #1390: length 405, score 252, epsilon 0.030
[2120.8] #1391: length 245, score 268, epsilon 0.030
[2121.2] #1392: length 219, score 272, epsilon 0.030
[2121.8] #1393: length 339, score 177, epsilon 0.030
[2122.3] #1394: length 316, score 211, epsilon 0.030
[2122.7] #1395: length 250, score 221, epsilon 0.030
[2123.2] #1396: length 290, score 278, epsilon 0.030
[2123.6] #1397: length 206, score 293, epsilon 0.030
[2123.9] #1398: length 201, score 257, epsilon 0.030
[2124.3] #1399: length 221, score 305, epsilon 0.030
[2124.8] #1400: length 316, score 287, epsilon 0.030
[2125.1] #1401: length 192, score 257, epsilon 0.030
[2125.4] #1402: length 197, score 279, epsilon 0.030
[2125.8] #1403: length 245, score 286, epsilon 0.030
[2126.2] #1404: length 214, score 239, epsilon 0.030
[2126.7] #1405: length 288, score 277, epsilon 0.030
[2127.1] #1406: length 231, score 280, epsilon 0.030
[2127.4] #1407: length 193, score 282, epsilon 0.030
[2127.8] #1408: length 243, score 281, epsilon 0.030
[2128.1] #1409: length 198, score 278, epsilon 0.030
[2128.5] #1410: length 233, score 288, epsilon 0.030
[2129.0] #1411: length 327, score 287, epsilon 0.030
[2129.2] #1412: length 97, score -235, epsilon 0.030
[2129.7] #1413: length 321, score 261, epsilon 0.030
[2131.0] #1414: length 602, score 246, epsilon 0.030
[2131.4] #1415: length 239, score 265, epsilon 0.030
[2131.9] #1416: length 277, score 269, epsilon 0.030
[2132.3] #1417: length 250, score 221, epsilon 0.030
[2132.7] #1418: length 227, score 277, epsilon 0.030
[2133.2] #1419: length 296, score 271, epsilon 0.030
[2133.5] #1420: length 219, score 255, epsilon 0.030
[2134.1] #1421: length 302, score 283, epsilon 0.030
[2134.5] #1422: length 264, score 270, epsilon 0.030
[2134.9] #1423: length 222, score 239, epsilon 0.030
[2135.5] #1424: length 327, score 177, epsilon 0.030
[2135.8] #1425: length 232, score 268, epsilon 0.030
[2136.3] #1426: length 272, score 275, epsilon 0.030
[2136.8] #1427: length 279, score 293, epsilon 0.030
[2137.1] #1428: length 233, score 270, epsilon 0.030
[2137.8] #1429: length 372, score 259, epsilon 0.030
[2138.1] #1430: length 190, score 268, epsilon 0.030
[2139.0] #1431: length 445, score 275, epsilon 0.030
[2139.6] #1432: length 316, score 292, epsilon 0.030
[2140.0] #1433: length 234, score 291, epsilon 0.030
[2140.4] #1434: length 239, score 244, epsilon 0.030
[2140.8] #1435: length 288, score 290, epsilon 0.030
[2141.4] #1436: length 320, score 292, epsilon 0.030
[2141.9] #1437: length 318, score 294, epsilon 0.030
[2142.2] #1438: length 191, score 236, epsilon 0.030
[2142.7] #1439: length 282, score 297, epsilon 0.030
[2143.1] #1440: length 217, score 264, epsilon 0.030
[2143.5] #1441: length 248, score 272, epsilon 0.030
[2143.9] #1442: length 250, score 230, epsilon 0.030
[2144.5] #1443: length 361, score 268, epsilon 0.030
[2145.2] #1444: length 365, score 256, epsilon 0.030
[2145.6] #1445: length 267, score 298, epsilon 0.030
[2146.1] #1446: length 255, score 270, epsilon 0.030
[2146.6] #1447: length 313, score 301, epsilon 0.030
[2147.0] #1448: length 262, score 270, epsilon 0.030
[2147.6] #1449: length 306, score 256, epsilon 0.030
[2147.9] #1450: length 222, score 278, epsilon 0.030
[2148.4] #1451: length 260, score 307, epsilon 0.030
[2148.9] #1452: length 285, score 272, epsilon 0.030
[2149.3] #1453: length 241, score 245, epsilon 0.030
[2149.8] #1454: length 292, score 265, epsilon 0.030
[2150.1] #1455: length 183, score 31, epsilon 0.030
[2150.5] #1456: length 288, score 280, epsilon 0.030
[2150.9] #1457: length 244, score 265, epsilon 0.030
[2151.4] #1458: length 244, score 243, epsilon 0.030
[2151.7] #1459: length 202, score 283, epsilon 0.030
[2152.1] #1460: length 268, score 296, epsilon 0.030
[2152.5] #1461: length 227, score 267, epsilon 0.030
[2152.9] #1462: length 222, score 259, epsilon 0.030
[2153.2] #1463: length 217, score 275, epsilon 0.030
[2153.7] #1464: length 288, score 0, epsilon 0.030
[2154.1] #1465: length 217, score 258, epsilon 0.030
[2154.6] #1466: length 345, score 232, epsilon 0.030
[2155.6] #1467: length 522, score 234, epsilon 0.030
[2156.0] #1468: length 223, score 285, epsilon 0.030
[2156.4] #1469: length 265, score 315, epsilon 0.030
[2157.1] #1470: length 381, score 190, epsilon 0.030
[2157.4] #1471: length 196, score 257, epsilon 0.030
[2157.9] #1472: length 303, score 296, epsilon 0.030
[2158.4] #1473: length 273, score -0, epsilon 0.030
[2158.8] #1474: length 246, score 272, epsilon 0.030
[2159.2] #1475: length 233, score 261, epsilon 0.030
[2159.5] #1476: length 212, score 299, epsilon 0.030
[2160.4] #1477: length 442, score 223, epsilon 0.030
[2160.6] #1478: length 180, score 284, epsilon 0.030
[2161.0] #1479: length 214, score 239, epsilon 0.030
[2161.8] #1480: length 478, score 247, epsilon 0.030
[2162.1] #1481: length 201, score 255, epsilon 0.030
[2162.7] #1482: length 320, score 278, epsilon 0.030
[2163.0] #1483: length 186, score 273, epsilon 0.030
[2163.5] #1484: length 289, score 213, epsilon 0.030
[2163.8] #1485: length 199, score 250, epsilon 0.030
[2164.1] #1486: length 180, score 289, epsilon 0.030
[2164.5] #1487: length 215, score 244, epsilon 0.030
[2164.8] #1488: length 188, score 243, epsilon 0.030
[2165.1] #1489: length 229, score 285, epsilon 0.030
[2165.5] #1490: length 212, score 271, epsilon 0.030
[2165.9] #1491: length 262, score 303, epsilon 0.030
[2166.2] #1492: length 173, score 251, epsilon 0.030
[2166.6] #1493: length 245, score 312, epsilon 0.030
[2166.9] #1494: length 181, score 271, epsilon 0.030
[2167.3] #1495: length 238, score 301, epsilon 0.030
[2167.6] #1496: length 172, score 259, epsilon 0.030
[2168.0] #1497: length 279, score 244, epsilon 0.030
[2168.5] #1498: length 261, score 304, epsilon 0.030
[2169.1] #1499: length 355, score 257, epsilon 0.030
[2169.8] #1500: length 394, score 269, epsilon 0.030
[2170.1] #1501: length 203, score 248, epsilon 0.030
[2170.5] #1502: length 241, score 229, epsilon 0.030
[2170.9] #1503: length 234, score 268, epsilon 0.030
[2171.2] #1504: length 214, score 267, epsilon 0.030
[2171.7] #1505: length 241, score 276, epsilon 0.030
[2171.9] #1506: length 180, score 294, epsilon 0.030
[2172.4] #1507: length 258, score 299, epsilon 0.030
[2172.7] #1508: length 185, score 268, epsilon 0.030
[2174.6] #1509: length 930, score 212, epsilon 0.030
[2174.9] #1510: length 215, score 284, epsilon 0.030
[2175.2] #1511: length 178, score 295, epsilon 0.030
[2175.6] #1512: length 262, score 252, epsilon 0.030
[2176.2] #1513: length 329, score 269, epsilon 0.030
[2176.5] #1514: length 201, score 254, epsilon 0.030
