2020-08-29T16:58:08.080651,750,-21.0
2020-08-29T16:58:10.204074,855,-20.0
2020-08-29T16:58:10.469105,885,-20.0
2020-08-29T16:58:10.649046,904,-20.0
2020-08-29T16:58:10.785258,917,-21.0
2020-08-29T16:58:10.980636,939,-20.0
2020-08-29T16:58:11.097238,950,-19.0
2020-08-29T16:58:11.345113,978,-20.0
2020-08-29T16:58:20.903999,778,-21.0
2020-08-29T16:58:22.756701,830,-21.0
2020-08-29T16:58:23.032559,954,-21.0
2020-08-29T16:58:23.208860,1003,-20.0
2020-08-29T16:58:23.912954,1004,-20.0
2020-08-29T16:58:24.136793,1064,-20.0
2020-08-29T16:58:24.302282,1235,-19.0
2020-08-29T16:58:26.137690,1145,-20.0
2020-08-29T16:58:34.280753,823,-20.0
2020-08-29T16:58:34.583671,993,-20.0
2020-08-29T16:58:36.956432,1102,-19.0
2020-08-29T16:58:37.684576,1062,-19.0
2020-08-29T16:58:39.351214,1352,-17.0
2020-08-29T16:58:39.945670,1294,-19.0
2020-08-29T16:58:40.643905,1252,-18.0
2020-08-29T16:58:49.639489,1842,-14.0
2020-08-29T16:58:50.635867,946,-21.0
2020-08-29T16:58:50.814306,1278,-18.0
2020-08-29T16:58:50.918958,1253,-19.0
2020-08-29T16:58:51.160535,1139,-20.0
2020-08-29T16:58:53.521824,1194,-19.0
2020-08-29T16:58:56.006161,1141,-20.0
2020-08-29T16:58:59.488253,1505,-18.0
2020-08-29T16:59:07.072951,1256,-18.0
2020-08-29T16:59:07.304754,1421,-15.0
2020-08-29T16:59:10.136432,1498,-17.0
2020-08-29T16:59:10.721072,1541,-17.0
2020-08-29T16:59:12.994544,1644,-14.0
2020-08-29T16:59:16.839996,1670,-15.0
2020-08-29T16:59:18.935883,1933,-13.0
2020-08-29T16:59:19.229941,1533,-17.0
2020-08-29T16:59:27.250369,1374,-17.0
2020-08-29T16:59:28.880713,1625,-16.0
2020-08-29T16:59:29.347267,1705,-15.0
2020-08-29T16:59:35.733779,1904,-11.0
2020-08-29T16:59:39.900459,1713,-16.0
2020-08-29T16:59:40.355166,2199,-12.0
2020-08-29T16:59:40.418763,1880,-12.0
2020-08-29T16:59:42.504060,1841,-14.0
2020-08-29T16:59:48.700701,1604,-14.0
2020-08-29T16:59:51.744012,1724,-13.0
2020-08-29T16:59:52.899575,1920,-12.0
2020-08-29T17:00:02.374986,2096,-13.0
2020-08-29T17:00:05.868034,1955,-11.0
2020-08-29T17:00:08.504254,2123,-12.0
2020-08-29T17:00:09.258668,2113,-11.0
2020-08-29T17:00:15.048554,2688,-7.0
2020-08-29T17:00:15.574913,2118,-12.0
2020-08-29T17:00:21.772968,2358,-11.0
2020-08-29T17:00:25.189868,2488,-11.0
2020-08-29T17:00:32.043565,2319,-9.0
2020-08-29T17:00:32.871006,2133,-15.0
2020-08-29T17:00:34.977289,1971,-14.0
2020-08-29T17:00:38.670463,1800,-14.0
2020-08-29T17:00:47.818671,3058,-5.0
2020-08-29T17:00:53.936032,3011,-7.0
2020-08-29T17:00:55.469496,2401,-10.0
2020-08-29T17:01:00.796138,3026,-8.0
2020-08-29T17:01:08.887095,2902,-4.0
2020-08-29T17:01:10.481428,2847,-3.0
2020-08-29T17:01:14.301398,3064,3.0
2020-08-29T17:01:20.301296,3197,-2.0
2020-08-29T17:01:27.224176,3065,1.0
2020-08-29T17:01:28.047919,2162,15.0
2020-08-29T17:01:28.242580,2727,6.0
2020-08-29T17:01:30.687216,2687,10.0
2020-08-29T17:01:41.499115,2530,10.0
2020-08-29T17:01:41.611916,2499,12.0
2020-08-29T17:01:41.765488,2193,14.0
2020-08-29T17:01:41.889052,1766,18.0
2020-08-29T17:01:48.073637,1553,20.0
2020-08-29T17:01:54.933210,2132,13.0
2020-08-29T17:01:59.883181,2540,8.0
2020-08-29T17:02:01.470039,2464,11.0
2020-08-29T17:02:04.133073,1706,19.0
2020-08-29T17:02:07.540278,1999,13.0
2020-08-29T17:02:07.843546,2045,14.0
2020-08-29T17:02:08.171439,2057,13.0
2020-08-29T17:02:14.568864,2076,12.0
2020-08-29T17:02:26.276217,2057,13.0
2020-08-29T17:02:32.929965,2885,5.0
2020-08-29T17:02:33.084049,1917,16.0
2020-08-29T17:02:33.388885,1914,16.0
2020-08-29T17:02:33.512472,2266,9.0
2020-08-29T17:02:39.767738,2922,3.0
2020-08-29T17:02:42.595661,2672,-1.0
2020-08-29T17:02:44.427110,2327,11.0
2020-08-29T17:02:47.830238,1749,16.0
2020-08-29T17:02:56.980956,1830,18.0
2020-08-29T17:02:57.889062,2004,13.0
2020-08-29T17:03:00.360264,1622,19.0
2020-08-29T17:03:01.042009,2228,14.0
2020-08-29T17:03:06.494741,2568,9.0
2020-08-29T17:03:09.032865,1558,20.0
2020-08-29T17:03:09.296850,1857,14.0
2020-08-29T17:03:13.988082,2512,8.0
2020-08-29T17:03:20.357438,1743,17.0
2020-08-29T17:03:22.632125,1634,19.0
2020-08-29T17:03:23.418685,1811,-12.0
2020-08-29T17:03:28.687398,2438,5.0
2020-08-29T17:03:33.574950,1971,13.0
2020-08-29T17:03:35.686947,2109,12.0
2020-08-29T17:03:39.284788,1945,12.0
2020-08-29T17:03:41.927999,2750,4.0
2020-08-29T17:03:42.399553,1678,19.0
2020-08-29T17:03:42.477029,1553,20.0
2020-08-29T17:03:43.267006,1553,20.0
2020-08-29T17:03:50.066026,1747,18.0
2020-08-29T17:03:55.091756,1616,19.0
2020-08-29T17:03:59.089454,1855,16.0
2020-08-29T17:04:01.701465,1553,20.0
2020-08-29T17:04:01.788456,1736,18.0
2020-08-29T17:04:02.300552,1558,20.0
2020-08-29T17:04:04.728657,1613,20.0
2020-08-29T17:04:06.020350,1874,15.0
2020-08-29T17:04:11.634334,1622,19.0
2020-08-29T17:04:15.288176,1599,20.0
2020-08-29T17:04:19.182198,1588,19.0
2020-08-29T17:04:21.804822,1581,20.0
2020-08-29T17:04:24.271384,1675,18.0
2020-08-29T17:04:25.989482,1953,16.0
2020-08-29T17:04:28.449295,1892,13.0
2020-08-29T17:04:31.168037,1921,10.0
2020-08-29T17:04:35.432771,1902,14.0
2020-08-29T17:04:40.970927,1991,13.0
