[965.5] #784: length 266, score 276, avg 254.6, epsilon 0.020
[966.5] #785: length 262, score 279, avg 254.9, epsilon 0.019
[967.3] #786: length 205, score 297, avg 255.0, epsilon 0.019
[968.3] #787: length 251, score 284, avg 257.6, epsilon 0.019
[969.3] #788: length 253, score 297, avg 257.8, epsilon 0.019
[970.2] #789: length 237, score 270, avg 257.8, epsilon 0.019
[971.2] #790: length 256, score 287, avg 260.1, epsilon 0.019
[972.6] #791: length 350, score 270, avg 260.4, epsilon 0.019
[973.6] #792: length 252, score 268, avg 263.2, epsilon 0.019
[974.6] #793: length 250, score 280, avg 263.4, epsilon 0.019
[976.2] #794: length 407, score 272, avg 265.8, epsilon 0.019
[977.1] #795: length 227, score 302, avg 266.1, epsilon 0.019
[977.9] #796: length 210, score 298, avg 266.2, epsilon 0.018
[978.7] #797: length 194, score 277, avg 267.1, epsilon 0.018
[979.5] #798: length 199, score 255, avg 266.9, epsilon 0.018
[980.5] #799: length 256, score 267, avg 267.1, epsilon 0.018
[981.4] #800: length 223, score 258, avg 266.8, epsilon 0.018
[982.1] #801: length 183, score 270, avg 267.2, epsilon 0.018
[983.0] #802: length 250, score 302, avg 269.9, epsilon 0.018
[983.9] #803: length 218, score 262, avg 269.8, epsilon 0.018
[984.7] #804: length 206, score 278, avg 269.9, epsilon 0.018
[985.4] #805: length 188, score 249, avg 269.8, epsilon 0.018
[986.4] #806: length 235, score 269, avg 270.0, epsilon 0.018
[987.8] #807: length 351, score 265, avg 270.2, epsilon 0.017
[988.8] #808: length 259, score 288, avg 270.4, epsilon 0.017
[989.7] #809: length 220, score 275, avg 270.2, epsilon 0.017
[990.8] #810: length 289, score 269, avg 270.6, epsilon 0.017
[991.7] #811: length 233, score 266, avg 270.6, epsilon 0.017
[992.7] #812: length 258, score 302, avg 271.2, epsilon 0.017
[994.9] #813: length 500, score 147, avg 269.9, epsilon 0.017
[995.8] #814: length 230, score 279, avg 270.0, epsilon 0.017
[996.7] #815: length 227, score 289, avg 270.1, epsilon 0.017
[998.0] #816: length 323, score 261, avg 270.1, epsilon 0.017
[998.9] #817: length 245, score 245, avg 269.7, epsilon 0.017
[999.8] #818: length 226, score 291, avg 270.0, epsilon 0.016
[1000.8] #819: length 252, score 246, avg 269.4, epsilon 0.016
[1002.2] #820: length 338, score 267, avg 269.7, epsilon 0.016
[1003.5] #821: length 337, score 247, avg 269.4, epsilon 0.016
[1005.3] #822: length 422, score 273, avg 269.4, epsilon 0.016
[1006.9] #823: length 406, score 248, avg 269.1, epsilon 0.016
[1009.0] #824: length 500, score 152, avg 267.6, epsilon 0.016
[1010.0] #825: length 232, score 262, avg 267.7, epsilon 0.016
[1011.4] #826: length 369, score 237, avg 267.4, epsilon 0.016
[1013.5] #827: length 493, score -307, avg 262.5, epsilon 0.016
[1014.6] #828: length 265, score 250, avg 262.0, epsilon 0.016
[1015.5] #829: length 241, score 269, avg 262.2, epsilon 0.016
[1016.4] #830: length 215, score 318, avg 262.7, epsilon 0.016
[1017.7] #831: length 340, score 257, avg 262.5, epsilon 0.015
[1018.7] #832: length 241, score 281, avg 262.7, epsilon 0.015
[1019.6] #833: length 232, score 294, avg 263.0, epsilon 0.015
[1020.5] #834: length 245, score 297, avg 263.3, epsilon 0.015
[1021.4] #835: length 226, score 261, avg 263.0, epsilon 0.015
[1022.4] #836: length 259, score 257, avg 262.7, epsilon 0.015
[1023.9] #837: length 341, score 255, avg 262.6, epsilon 0.015
[1025.4] #838: length 384, score 257, avg 262.5, epsilon 0.015
[1026.3] #839: length 229, score 253, avg 262.5, epsilon 0.015
[1027.5] #840: length 292, score 225, avg 261.8, epsilon 0.015
[1028.6] #841: length 272, score 210, avg 261.1, epsilon 0.015
[1030.0] #842: length 350, score 238, avg 260.9, epsilon 0.015
[1031.1] #843: length 260, score 280, avg 261.0, epsilon 0.015
[1032.2] #844: length 294, score 237, avg 261.0, epsilon 0.014
[1033.5] #845: length 308, score 277, avg 260.9, epsilon 0.014
[1034.7] #846: length 309, score 234, avg 260.1, epsilon 0.014
[1036.4] #847: length 400, score 243, avg 259.7, epsilon 0.014
[1037.2] #848: length 219, score 289, avg 259.7, epsilon 0.014
[1038.4] #849: length 278, score 217, avg 259.1, epsilon 0.014
[1039.5] #850: length 284, score 290, avg 259.2, epsilon 0.014
[1040.4] #851: length 229, score 273, avg 259.3, epsilon 0.014
[1041.3] #852: length 227, score 304, avg 259.7, epsilon 0.014
[1042.5] #853: length 300, score 258, avg 259.2, epsilon 0.014
[1043.4] #854: length 241, score 233, avg 258.7, epsilon 0.014
[1044.5] #855: length 282, score 294, avg 258.8, epsilon 0.014
[1046.6] #856: length 482, score -497, avg 250.8, epsilon 0.014
[1047.3] #857: length 201, score 252, avg 250.3, epsilon 0.014
[1048.7] #858: length 332, score 235, avg 249.7, epsilon 0.013
[1049.6] #859: length 236, score 267, avg 249.3, epsilon 0.013
[1051.3] #860: length 411, score 256, avg 248.8, epsilon 0.013
[1052.2] #861: length 229, score 273, avg 248.5, epsilon 0.013
[1053.0] #862: length 212, score 246, avg 248.2, epsilon 0.013
[1053.8] #863: length 190, score 244, avg 247.8, epsilon 0.013
[1054.7] #864: length 225, score 263, avg 247.7, epsilon 0.013
[1055.6] #865: length 225, score 237, avg 247.4, epsilon 0.013
[1056.4] #866: length 223, score 243, avg 247.4, epsilon 0.013
[1057.4] #867: length 254, score 255, avg 247.5, epsilon 0.013
[1058.3] #868: length 223, score 281, avg 247.4, epsilon 0.013
[1059.3] #869: length 257, score 308, avg 247.7, epsilon 0.013
[1060.4] #870: length 268, score 269, avg 249.8, epsilon 0.013
[1061.4] #871: length 245, score 262, avg 249.5, epsilon 0.013
[1062.2] #872: length 216, score 292, avg 249.9, epsilon 0.013
[1063.0] #873: length 189, score 295, avg 250.2, epsilon 0.013
[1063.7] #874: length 203, score 303, avg 250.4, epsilon 0.012
[1064.7] #875: length 241, score 251, avg 249.9, epsilon 0.012
[1065.8] #876: length 286, score 261, avg 252.1, epsilon 0.012
[1066.8] #877: length 232, score 258, avg 251.7, epsilon 0.012
[1067.7] #878: length 230, score 266, avg 251.5, epsilon 0.012
[1068.4] #879: length 202, score 314, avg 252.2, epsilon 0.012
[1069.4] #880: length 246, score 227, avg 251.8, epsilon 0.012
[1070.5] #881: length 274, score 233, avg 251.4, epsilon 0.012
[1071.6] #882: length 281, score 276, avg 251.5, epsilon 0.012
[1072.6] #883: length 237, score 283, avg 251.7, epsilon 0.012
[1073.9] #884: length 337, score 233, avg 251.3, epsilon 0.012
[1074.9] #885: length 250, score 235, avg 250.9, epsilon 0.012
[1075.8] #886: length 216, score 271, avg 250.6, epsilon 0.012
[1077.2] #887: length 341, score 272, avg 250.5, epsilon 0.012
[1078.4] #888: length 287, score 268, avg 250.2, epsilon 0.012
[1080.1] #889: length 419, score 257, avg 250.1, epsilon 0.012
[1081.1] #890: length 255, score 256, avg 249.7, epsilon 0.011
[1082.3] #891: length 289, score 265, avg 249.7, epsilon 0.011
[1083.3] #892: length 252, score 264, avg 249.7, epsilon 0.011
[1084.3] #893: length 246, score 272, avg 249.6, epsilon 0.011
[1085.4] #894: length 290, score 247, avg 249.3, epsilon 0.011
[1086.4] #895: length 238, score 259, avg 248.9, epsilon 0.011
[1087.3] #896: length 230, score 265, avg 248.6, epsilon 0.011
[1088.4] #897: length 283, score 233, avg 248.1, epsilon 0.011
[1089.3] #898: length 225, score 250, avg 248.1, epsilon 0.011
[1090.3] #899: length 241, score 271, avg 248.1, epsilon 0.011
[1091.3] #900: length 261, score 274, avg 248.3, epsilon 0.011
[1092.1] #901: length 194, score 281, avg 248.4, epsilon 0.011
[1092.9] #902: length 220, score 287, avg 248.2, epsilon 0.011
[1093.8] #903: length 212, score 279, avg 248.4, epsilon 0.011
[1094.6] #904: length 223, score 291, avg 248.5, epsilon 0.011
[1095.6] #905: length 234, score 294, avg 249.0, epsilon 0.011
[1096.4] #906: length 220, score 297, avg 249.3, epsilon 0.011
[1097.2] #907: length 192, score 261, avg 249.2, epsilon 0.011
[1098.1] #908: length 246, score 273, avg 249.1, epsilon 0.010
[1098.9] #909: length 202, score 260, avg 248.9, epsilon 0.010
[1100.0] #910: length 269, score 256, avg 248.8, epsilon 0.010
[1101.3] #911: length 326, score 271, avg 248.9, epsilon 0.010
[1102.4] #912: length 261, score 248, avg 248.3, epsilon 0.010
[1103.1] #913: length 198, score 286, avg 249.7, epsilon 0.010
[1104.0] #914: length 224, score 258, avg 249.5, epsilon 0.010
[1105.1] #915: length 265, score 263, avg 249.3, epsilon 0.010
[1105.8] #916: length 194, score 300, avg 249.6, epsilon 0.010
[1106.7] #917: length 218, score 285, avg 250.0, epsilon 0.010
[1107.8] #918: length 274, score 281, avg 249.9, epsilon 0.010
[1108.9] #919: length 278, score 301, avg 250.5, epsilon 0.010
[1110.0] #920: length 287, score 279, avg 250.6, epsilon 0.010
[1111.0] #921: length 243, score 298, avg 251.1, epsilon 0.010
[1111.7] #922: length 189, score 282, avg 251.2, epsilon 0.010
[1112.5] #923: length 196, score 264, avg 251.4, epsilon 0.010
[1113.4] #924: length 222, score 284, avg 252.7, epsilon 0.010
[1114.2] #925: length 199, score 264, avg 252.7, epsilon 0.010
[1115.1] #926: length 229, score 238, avg 252.7, epsilon 0.010
[1116.1] #927: length 265, score 283, avg 258.6, epsilon 0.010
[1116.8] #928: length 180, score 277, avg 258.9, epsilon 0.010
[1117.8] #929: length 238, score 282, avg 259.0, epsilon 0.010
[1119.2] #930: length 353, score 288, avg 258.7, epsilon 0.010
[1120.0] #931: length 200, score 244, avg 258.6, epsilon 0.010
[1121.0] #932: length 257, score 267, avg 258.5, epsilon 0.010
[1121.9] #933: length 223, score 221, avg 257.7, epsilon 0.010
[1122.6] #934: length 182, score 270, avg 257.5, epsilon 0.010
[1124.1] #935: length 355, score 274, avg 257.6, epsilon 0.010
[1124.8] #936: length 186, score 270, avg 257.7, epsilon 0.010
[1125.6] #937: length 199, score 271, avg 257.9, epsilon 0.010
[1126.4] #938: length 222, score 263, avg 258.0, epsilon 0.010
[1127.6] #939: length 283, score 284, avg 258.3, epsilon 0.010
[1128.5] #940: length 237, score 281, avg 258.8, epsilon 0.010
[1129.3] #941: length 203, score 309, avg 259.8, epsilon 0.010
[1130.0] #942: length 181, score 282, avg 260.3, epsilon 0.010
[1131.2] #943: length 304, score 275, avg 260.2, epsilon 0.010
[1132.3] #944: length 279, score 286, avg 260.7, epsilon 0.010
[1133.8] #945: length 362, score 295, avg 260.9, epsilon 0.010
[1134.6] #946: length 210, score 262, avg 261.2, epsilon 0.010
[1135.5] #947: length 225, score 246, avg 261.2, epsilon 0.010
[1136.4] #948: length 229, score 282, avg 261.1, epsilon 0.010
[1137.6] #949: length 302, score 261, avg 261.6, epsilon 0.010
[1138.9] #950: length 310, score 284, avg 261.5, epsilon 0.010
[1139.8] #951: length 223, score 272, avg 261.5, epsilon 0.010
[1140.6] #952: length 220, score 274, avg 261.2, epsilon 0.010
[1141.4] #953: length 196, score 271, avg 261.3, epsilon 0.010
[1142.2] #954: length 208, score 263, avg 261.6, epsilon 0.010
[1143.6] #955: length 336, score 272, avg 261.4, epsilon 0.010
[1144.3] #956: length 195, score 247, avg 268.8, epsilon 0.010
[1145.1] #957: length 203, score 244, avg 268.7, epsilon 0.010
[1146.0] #958: length 223, score 274, avg 269.1, epsilon 0.010
[1146.8] #959: length 208, score 277, avg 269.2, epsilon 0.010
[1147.7] #960: length 227, score 269, avg 269.4, epsilon 0.010
[1148.9] #961: length 304, score 290, avg 269.5, epsilon 0.010
[1150.0] #962: length 283, score 262, avg 269.7, epsilon 0.010
[1150.9] #963: length 217, score 273, avg 270.0, epsilon 0.010
[1151.7] #964: length 201, score 266, avg 270.0, epsilon 0.010
[1152.7] #965: length 260, score 272, avg 270.3, epsilon 0.010
[1154.0] #966: length 314, score 273, avg 270.6, epsilon 0.010
[1155.2] #967: length 287, score 279, avg 270.9, epsilon 0.010
[1156.4] #968: length 295, score 294, avg 271.0, epsilon 0.010
[1157.5] #969: length 291, score 272, avg 270.7, epsilon 0.010
[1158.5] #970: length 246, score 285, avg 270.8, epsilon 0.010
[1159.4] #971: length 223, score 252, avg 270.7, epsilon 0.010
[1160.2] #972: length 210, score 252, avg 270.3, epsilon 0.010
[1161.2] #973: length 244, score 284, avg 270.2, epsilon 0.010
[1162.1] #974: length 229, score 273, avg 269.9, epsilon 0.010
[1163.3] #975: length 308, score 288, avg 270.3, epsilon 0.010
[1164.1] #976: length 207, score 240, avg 270.1, epsilon 0.010
[1164.9] #977: length 195, score 296, avg 270.4, epsilon 0.010
[1166.0] #978: length 284, score 299, avg 270.8, epsilon 0.010
[1167.1] #979: length 267, score 281, avg 270.4, epsilon 0.010
[1168.0] #980: length 243, score 260, avg 270.8, epsilon 0.010
[1168.9] #981: length 223, score 251, avg 270.9, epsilon 0.010
[1169.7] #982: length 199, score 314, avg 271.3, epsilon 0.010
[1170.4] #983: length 188, score 292, avg 271.4, epsilon 0.010
[1172.0] #984: length 385, score 264, avg 271.7, epsilon 0.010
[1173.1] #985: length 279, score 257, avg 271.9, epsilon 0.010
[1173.8] #986: length 198, score 252, avg 271.8, epsilon 0.010
[1175.1] #987: length 304, score 285, avg 271.9, epsilon 0.010
[1175.9] #988: length 229, score 267, avg 271.9, epsilon 0.010
[1177.0] #989: length 261, score 265, avg 272.0, epsilon 0.010
[1178.0] #990: length 273, score 274, avg 272.1, epsilon 0.010
[1178.8] #991: length 188, score 276, avg 272.2, epsilon 0.010
[1179.6] #992: length 200, score 269, avg 272.3, epsilon 0.010
[1180.4] #993: length 223, score 284, avg 272.4, epsilon 0.010
[1181.4] #994: length 254, score 274, avg 272.7, epsilon 0.010
[1182.5] #995: length 270, score 312, avg 273.2, epsilon 0.010
[1183.3] #996: length 208, score 259, avg 273.2, epsilon 0.010
[1184.4] #997: length 269, score 298, avg 273.8, epsilon 0.010
[1185.2] #998: length 216, score 272, avg 274.0, epsilon 0.010
[1186.3] #999: length 264, score 281, avg 274.1, epsilon 0.010
[1187.1] #1000: length 220, score 282, avg 274.2, epsilon 0.010
[1187.9] #1001: length 203, score 251, avg 273.9, epsilon 0.010
[1189.0] #1002: length 273, score 265, avg 273.7, epsilon 0.010
[1191.1] #1003: length 500, score 152, avg 272.4, epsilon 0.010
[1191.9] #1004: length 220, score 269, avg 272.2, epsilon 0.010
[1193.6] #1005: length 413, score 275, avg 272.0, epsilon 0.010
[1194.5] #1006: length 235, score 264, avg 271.7, epsilon 0.010
[1195.5] #1007: length 237, score 248, avg 271.5, epsilon 0.010
[1196.5] #1008: length 257, score 274, avg 271.6, epsilon 0.010
[1197.6] #1009: length 290, score 297, avg 271.9, epsilon 0.010
[1198.6] #1010: length 234, score 248, avg 271.9, epsilon 0.010
[1199.5] #1011: length 248, score 282, avg 272.0, epsilon 0.010
[1200.4] #1012: length 232, score 280, avg 272.3, epsilon 0.010
[1201.3] #1013: length 214, score 226, avg 271.7, epsilon 0.010
[1202.2] #1014: length 240, score 270, avg 271.8, epsilon 0.010
[1203.1] #1015: length 227, score 252, avg 271.7, epsilon 0.010
[1204.2] #1016: length 264, score 275, avg 271.4, epsilon 0.010
[1205.6] #1017: length 352, score 292, avg 271.5, epsilon 0.010
[1206.5] #1018: length 225, score 216, avg 270.8, epsilon 0.010
[1207.4] #1019: length 230, score 273, avg 270.6, epsilon 0.010
[1208.2] #1020: length 217, score 236, avg 270.1, epsilon 0.010
[1209.1] #1021: length 235, score 270, avg 269.9, epsilon 0.010
[1210.1] #1022: length 260, score 309, avg 270.1, epsilon 0.010
[1211.1] #1023: length 248, score 249, avg 270.0, epsilon 0.010
[1212.4] #1024: length 331, score 273, avg 269.9, epsilon 0.010
[1213.4] #1025: length 242, score 272, avg 269.9, epsilon 0.010
[1214.4] #1026: length 264, score 271, avg 270.3, epsilon 0.010
[1215.8] #1027: length 349, score 278, avg 270.2, epsilon 0.010
[1216.6] #1028: length 191, score 269, avg 270.1, epsilon 0.010
[1217.7] #1029: length 273, score 259, avg 269.9, epsilon 0.010
[1218.5] #1030: length 215, score 275, avg 269.8, epsilon 0.010
[1219.4] #1031: length 219, score 236, avg 269.7, epsilon 0.010
[1220.3] #1032: length 240, score 279, avg 269.8, epsilon 0.010
[1221.1] #1033: length 199, score 236, avg 270.0, epsilon 0.010
[1222.5] #1034: length 338, score 247, avg 269.7, epsilon 0.010
[1223.2] #1035: length 186, score 270, avg 269.7, epsilon 0.010
[1224.7] #1036: length 344, score 214, avg 269.1, epsilon 0.010
[1225.6] #1037: length 235, score 257, avg 269.0, epsilon 0.010
[1227.7] #1038: length 500, score 142, avg 267.8, epsilon 0.010
[1228.7] #1039: length 259, score 229, avg 267.2, epsilon 0.010
[1230.8] #1040: length 500, score 169, avg 266.1, epsilon 0.010
[1232.2] #1041: length 326, score 262, avg 265.7, epsilon 0.010
[1233.1] #1042: length 235, score 264, avg 265.5, epsilon 0.010
[1234.0] #1043: length 224, score 272, avg 265.4, epsilon 0.010
[1234.9] #1044: length 226, score 240, avg 265.0, epsilon 0.010
[1236.7] #1045: length 432, score 259, avg 264.6, epsilon 0.010
[1237.9] #1046: length 308, score 271, avg 264.7, epsilon 0.010
[1238.9] #1047: length 251, score 258, avg 264.8, epsilon 0.010
[1239.9] #1048: length 269, score 260, avg 264.6, epsilon 0.010
[1240.9] #1049: length 244, score 269, avg 264.7, epsilon 0.010
[1243.0] #1050: length 500, score 163, avg 263.5, epsilon 0.010
[1244.0] #1051: length 246, score 272, avg 263.5, epsilon 0.010
[1245.1] #1052: length 277, score 280, avg 263.5, epsilon 0.010
[1246.1] #1053: length 248, score 260, avg 263.4, epsilon 0.010
[1246.9] #1054: length 211, score 265, avg 263.4, epsilon 0.010
[1247.9] #1055: length 261, score 269, avg 263.4, epsilon 0.010
[1249.7] #1056: length 424, score 275, avg 263.7, epsilon 0.010
[1251.0] #1057: length 322, score 271, avg 264.0, epsilon 0.010
[1251.9] #1058: length 227, score 256, avg 263.8, epsilon 0.010
[1252.9] #1059: length 253, score 258, avg 263.6, epsilon 0.010
[1254.2] #1060: length 331, score 246, avg 263.4, epsilon 0.010
[1255.6] #1061: length 341, score 282, avg 263.3, epsilon 0.010
[1256.5] #1062: length 234, score 244, avg 263.1, epsilon 0.010
[1258.0] #1063: length 365, score 252, avg 262.9, epsilon 0.010
[1260.0] #1064: length 500, score 185, avg 262.1, epsilon 0.010
[1261.3] #1065: length 313, score 224, avg 261.6, epsilon 0.010
[1262.2] #1066: length 248, score 288, avg 261.8, epsilon 0.010
[1263.1] #1067: length 211, score 249, avg 261.5, epsilon 0.010
[1264.1] #1068: length 244, score 10, avg 258.6, epsilon 0.010
[1264.7] #1069: length 170, score 44, avg 256.4, epsilon 0.010
[1265.6] #1070: length 215, score 269, avg 256.2, epsilon 0.010
[1266.8] #1071: length 319, score 237, avg 256.0, epsilon 0.010
[1268.0] #1072: length 289, score 269, avg 256.2, epsilon 0.010
[1268.8] #1073: length 212, score 283, avg 256.2, epsilon 0.010
[1269.7] #1074: length 223, score 257, avg 256.0, epsilon 0.010
[1271.7] #1075: length 500, score 171, avg 254.9, epsilon 0.010
[1272.5] #1076: length 204, score 238, avg 254.8, epsilon 0.010
[1273.9] #1077: length 346, score 295, avg 254.8, epsilon 0.010
[1274.7] #1078: length 202, score 275, avg 254.6, epsilon 0.010
[1275.9] #1079: length 301, score 268, avg 254.5, epsilon 0.010
[1276.7] #1080: length 224, score 271, avg 254.6, epsilon 0.010
[1277.9] #1081: length 299, score 274, avg 254.8, epsilon 0.010
[1279.3] #1082: length 329, score 252, avg 254.2, epsilon 0.010
[1281.4] #1083: length 500, score 163, avg 252.9, epsilon 0.010
[1282.5] #1084: length 277, score 266, avg 252.9, epsilon 0.010
[1283.4] #1085: length 232, score 253, avg 252.9, epsilon 0.010
[1285.5] #1086: length 500, score 163, avg 252.0, epsilon 0.010
[1286.8] #1087: length 320, score 268, avg 251.8, epsilon 0.010
[1287.7] #1088: length 232, score 247, avg 251.6, epsilon 0.010
[1288.8] #1089: length 266, score 237, avg 251.4, epsilon 0.010
[1290.1] #1090: length 319, score 254, avg 251.2, epsilon 0.010
[1290.9] #1091: length 203, score 238, avg 250.8, epsilon 0.010
[1292.0] #1092: length 281, score 241, avg 250.5, epsilon 0.010
[1292.9] #1093: length 228, score 241, avg 250.1, epsilon 0.010
[1294.1] #1094: length 294, score 266, avg 250.0, epsilon 0.010
[1296.2] #1095: length 500, score 159, avg 248.5, epsilon 0.010
[1297.2] #1096: length 245, score 283, avg 248.7, epsilon 0.010
[1298.4] #1097: length 298, score 284, avg 248.6, epsilon 0.010
[1299.8] #1098: length 352, score 289, avg 248.7, epsilon 0.010
[1300.7] #1099: length 241, score 259, avg 248.5, epsilon 0.010
[1301.9] #1100: length 305, score 232, avg 248.0, epsilon 0.010
[1303.2] #1101: length 307, score 233, avg 247.8, epsilon 0.010
[1304.1] #1102: length 247, score 223, avg 247.4, epsilon 0.010
[1305.2] #1103: length 272, score 256, avg 248.5, epsilon 0.010
[1306.4] #1104: length 297, score 251, avg 248.3, epsilon 0.010
[1307.6] #1105: length 304, score 284, avg 248.4, epsilon 0.010
[1308.8] #1106: length 316, score 292, avg 248.6, epsilon 0.010
[1310.0] #1107: length 288, score 267, avg 248.8, epsilon 0.010
[1311.1] #1108: length 283, score 269, avg 248.8, epsilon 0.010
[1312.3] #1109: length 308, score 259, avg 248.4, epsilon 0.010
[1313.2] #1110: length 216, score -1, avg 245.9, epsilon 0.010
[1314.4] #1111: length 295, score 223, avg 245.3, epsilon 0.010
[1315.5] #1112: length 279, score 218, avg 244.7, epsilon 0.010
[1316.4] #1113: length 246, score 226, avg 244.7, epsilon 0.010
[1317.5] #1114: length 275, score 196, avg 244.0, epsilon 0.010
[1319.2] #1115: length 407, score 231, avg 243.7, epsilon 0.010
[1320.3] #1116: length 277, score 260, avg 243.6, epsilon 0.010
[1322.0] #1117: length 401, score 236, avg 243.0, epsilon 0.010
[1322.9] #1118: length 245, score 249, avg 243.4, epsilon 0.010
[1324.0] #1119: length 269, score 213, avg 242.8, epsilon 0.010
[1325.4] #1120: length 326, score 255, avg 243.0, epsilon 0.010
[1326.4] #1121: length 251, score 254, avg 242.8, epsilon 0.010
[1327.4] #1122: length 260, score 185, avg 241.6, epsilon 0.010
[1328.4] #1123: length 256, score 257, avg 241.6, epsilon 0.010
[1329.5] #1124: length 281, score 208, avg 241.0, epsilon 0.010
[1331.0] #1125: length 371, score 287, avg 241.1, epsilon 0.010
[1332.2] #1126: length 285, score 201, avg 240.4, epsilon 0.010
[1333.1] #1127: length 239, score 202, avg 239.7, epsilon 0.010
[1334.1] #1128: length 248, score 233, avg 239.3, epsilon 0.010
[1335.1] #1129: length 257, score 210, avg 238.8, epsilon 0.010
[1337.2] #1130: length 500, score 148, avg 237.6, epsilon 0.010
[1338.1] #1131: length 241, score 230, avg 237.5, epsilon 0.010
[1339.5] #1132: length 345, score 259, avg 237.3, epsilon 0.010
[1340.7] #1133: length 292, score 293, avg 237.9, epsilon 0.010
[1341.6] #1134: length 240, score 193, avg 237.3, epsilon 0.010
[1343.1] #1135: length 363, score 227, avg 236.9, epsilon 0.010
[1344.7] #1136: length 375, score 208, avg 236.9, epsilon 0.010
[1346.1] #1137: length 342, score 211, avg 236.4, epsilon 0.010
[1347.2] #1138: length 268, score 255, avg 237.5, epsilon 0.010
[1348.4] #1139: length 313, score 224, avg 237.5, epsilon 0.010
[1349.4] #1140: length 251, score 232, avg 238.1, epsilon 0.010
[1351.4] #1141: length 496, score 272, avg 238.2, epsilon 0.010
[1353.4] #1142: length 500, score 134, avg 236.9, epsilon 0.010
[1355.5] #1143: length 500, score 155, avg 235.7, epsilon 0.010
[1356.6] #1144: length 292, score 194, avg 235.3, epsilon 0.010
[1357.7] #1145: length 276, score 210, avg 234.8, epsilon 0.010
[1358.8] #1146: length 275, score 231, avg 234.4, epsilon 0.010
[1360.9] #1147: length 500, score 180, avg 233.6, epsilon 0.010
[1361.9] #1148: length 257, score 242, avg 233.4, epsilon 0.010
[1363.0] #1149: length 275, score 230, avg 233.0, epsilon 0.010
[1364.2] #1150: length 316, score 279, avg 234.2, epsilon 0.010
[1365.4] #1151: length 301, score 248, avg 234.0, epsilon 0.010
[1367.1] #1152: length 414, score 292, avg 234.1, epsilon 0.010
[1368.9] #1153: length 449, score 236, avg 233.9, epsilon 0.010
[1370.3] #1154: length 320, score 201, avg 233.2, epsilon 0.010
[1372.1] #1155: length 454, score 237, avg 232.9, epsilon 0.010
[1373.4] #1156: length 307, score 271, avg 232.8, epsilon 0.010
[1375.2] #1157: length 448, score 218, avg 232.3, epsilon 0.010
[1376.6] #1158: length 333, score 250, avg 232.3, epsilon 0.010
[1377.9] #1159: length 331, score 207, avg 231.7, epsilon 0.010
[1379.3] #1160: length 333, score 262, avg 231.9, epsilon 0.010
[1380.5] #1161: length 306, score 162, avg 230.7, epsilon 0.010
[1381.8] #1162: length 309, score 234, avg 230.6, epsilon 0.010
[1383.1] #1163: length 341, score 266, avg 230.7, epsilon 0.010
[1384.8] #1164: length 404, score 198, avg 230.9, epsilon 0.010
[1386.2] #1165: length 345, score 289, avg 231.5, epsilon 0.010
[1387.8] #1166: length 377, score 254, avg 231.2, epsilon 0.010
[1389.7] #1167: length 438, score 228, avg 231.0, epsilon 0.010
[1391.3] #1168: length 411, score 181, avg 232.7, epsilon 0.010
[1393.4] #1169: length 500, score 138, avg 233.6, epsilon 0.010
[1395.2] #1170: length 426, score 216, avg 233.1, epsilon 0.010
[1396.7] #1171: length 367, score 249, avg 233.2, epsilon 0.010
[1398.2] #1172: length 357, score 186, avg 232.4, epsilon 0.010
[1400.2] #1173: length 462, score 261, avg 232.2, epsilon 0.010
[1402.3] #1174: length 500, score 91, avg 230.5, epsilon 0.010
[1403.7] #1175: length 328, score 247, avg 231.3, epsilon 0.010
[1404.9] #1176: length 310, score 239, avg 231.3, epsilon 0.010
[1407.1] #1177: length 500, score 28, avg 228.6, epsilon 0.010
[1408.4] #1178: length 321, score 159, avg 227.4, epsilon 0.010
[1409.9] #1179: length 363, score 223, avg 227.0, epsilon 0.010
[1412.1] #1180: length 500, score 15, avg 224.4, epsilon 0.010
[1413.7] #1181: length 366, score 247, avg 224.2, epsilon 0.010
[1415.8] #1182: length 500, score 121, avg 222.9, epsilon 0.010
[1417.2] #1183: length 335, score 209, avg 223.3, epsilon 0.010
[1418.8] #1184: length 392, score 238, avg 223.0, epsilon 0.010
[1420.7] #1185: length 424, score 233, avg 222.8, epsilon 0.010
[1422.2] #1186: length 378, score 214, avg 223.3, epsilon 0.010
[1424.5] #1187: length 500, score 74, avg 221.4, epsilon 0.010
[1426.0] #1188: length 382, score 230, avg 221.2, epsilon 0.010
[1427.5] #1189: length 368, score 239, avg 221.2, epsilon 0.010
[1429.6] #1190: length 488, score -365, avg 215.0, epsilon 0.010
[1431.3] #1191: length 422, score 221, avg 214.9, epsilon 0.010
[1433.3] #1192: length 500, score 65, avg 213.1, epsilon 0.010
[1434.8] #1193: length 351, score 204, avg 212.7, epsilon 0.010
[1435.9] #1194: length 277, score -106, avg 209.0, epsilon 0.010
[1437.5] #1195: length 397, score 224, avg 209.7, epsilon 0.010
[1438.9] #1196: length 339, score 224, avg 209.1, epsilon 0.010
[1441.0] #1197: length 500, score 109, avg 207.3, epsilon 0.010
[1442.3] #1198: length 334, score 234, avg 206.8, epsilon 0.010
[1443.6] #1199: length 311, score 189, avg 206.1, epsilon 0.010
[1445.1] #1200: length 359, score 204, avg 205.8, epsilon 0.010
[1446.7] #1201: length 386, score 232, avg 205.8, epsilon 0.010
[1448.7] #1202: length 484, score 258, avg 206.1, epsilon 0.010
